世代,固定慣性項(w=0.75)平均,LDIWM(w_max=0.9→w_min=0.4)
153,87.84519333093759,109.46681024316229
154,87.54375228194853,109.46681024316229
155,87.54192091993522,109.46681024316229
156,85.91969757880203,109.46681024316229
157,84.82856280698932,109.46681024316229
158,83.74064978568173,109.46681024316229
159,83.74006919632346,109.46681024316229
160,83.72900246068004,109.46681024316229
161,83.6669053092346,109.46681024316229
162,83.53343070497239,109.46681024316229
163,83.53325147077318,109.46681024316229
164,83.53311713118083,109.46681024316229
165,83.53301642490297,109.46681024316229
166,83.52490524232412,109.46681024316229
167,83.52144607755432,109.46681024316229
168,83.5213444311703,109.46681024316229
169,83.52131259849885,109.46681024316229
170,82.30054090533571,109.46681024316229
171,82.08631381885674,109.46681024316229
172,81.2336729177109,109.46681024316229
173,81.2331617265537,109.46681024316229
174,81.23315417514468,109.46681024316229
175,80.71465039756137,109.46681024316229
176,80.55933816434865,109.46681024316229
177,80.03750292471042,109.46681024316229
178,79.86032387434776,109.46681024316229
179,79.86032208251129,109.46681024316229
180,79.84573702859593,109.46681024316229
181,79.62622113246175,109.46681024316229
182,79.61732540679526,109.46681024316229
183,79.61583707042347,109.46681024316229
184,79.61535284152185,109.46681024316229
185,79.61499921302064,109.46681024316229
186,79.61389358948459,109.46681024316229
187,79.60971119974992,109.46681024316229
188,79.60688442995044,109.46681024316229
189,79.60493918667791,109.46681024316229
190,79.4754592198967,109.46681024316229
191,79.47449440925678,109.46681024316229
192,79.47380204760836,109.46681024316229
193,79.47330036510314,109.46681024316229
194,79.35597047821213,109.46681024316229
195,79.35570127635557,109.46681024316229
196,78.85339512285934,109.46681024316229
197,78.29595613509159,109.46681024316229
198,78.28277596120152,109.46681024316229
199,77.36421471839377,109.46681024316229
200,77.31409550481136,109.46681024316229
201,77.27992304482648,109.46681024316229
202,77.25931937744885,109.46681024316229
203,77.21446512438833,109.46681024316229
204,77.2138030603718,109.46681024316229
205,77.2137898192369,91.58726322855661
206,77.21377989827928,91.58726322855661
207,77.09369864140255,91.58726322855661
208,77.09158258415327,91.58726322855661
209,77.09157840598843,91.58726322855661
210,76.96454266123666,91.58726322855661
211,76.90381559693358,91.58726322855661
212,76.88248914064823,91.58726322855661
213,76.54310425125651,91.58726322855661
214,76.43869470242183,91.58726322855661
215,76.37183612906264,91.58726322855661
216,76.3348303502083,91.58726322855661
217,76.31477195637497,91.58726322855661
218,76.30293276751102,91.58726322855661
219,76.29195851521962,91.58726322855661
220,76.28932907991597,91.58726322855661
221,76.28715866518259,91.58726322855661
222,76.28466229319328,91.58726322855661
223,76.28461483069835,89.26207309277402
224,76.21296473658215,89.26207309277402
225,75.35561122579017,89.26207309277402
226,75.35561119442254,89.26207309277402
227,75.35561117089688,89.26207309277402
228,75.35216899304481,89.26207309277402
229,75.33915504297828,89.26207309277402
230,75.33828093898668,89.26207309277402
231,75.33828093154304,89.26207309277402
232,75.33503334035143,89.26207309277402
233,75.33390713281445,89.26207309277402
234,75.33285252251966,89.26207309277402
235,75.3324678620892,89.26207309277402
236,75.33223927862643,89.26207309277402
237,75.06021966556355,89.26207309277402
238,74.37484757353096,89.26207309277402
239,74.3747949343961,89.26207309277402
240,74.37476144251963,89.26207309277402
241,73.81842817163627,89.26207309277402
242,73.59669804121589,89.26207309277402
243,73.59573986276304,89.26207309277402
244,73.59561363505883,89.26207309277402
245,73.59560893694726,89.26207309277402
246,73.48612286684697,89.26207309277402
247,73.48512629842091,89.26207309277402
248,73.4843370411061,89.26207309277402
249,73.48378934852458,89.26207309277402
250,73.28157012032928,89.26207309277402
251,73.13288160280624,89.26207309277402
252,73.13268295123422,89.26207309277402
253,73.04310910273007,89.26207309277402
254,72.12857171664751,89.26207309277402
255,72.09483482609213,89.26207309277402
256,71.88411686749386,89.26207309277402
257,71.55592742535411,89.26207309277402
258,71.4553946460794,89.26207309277402
259,71.4365981298458,89.26207309277402
260,71.39268894194724,89.26207309277402
261,71.25611066134357,89.26207309277402
262,71.06671847690362,89.26207309277402
263,71.06671845608294,89.26207309277402
264,71.06671844047347,89.26207309277402
265,71.06671842876973,89.26207309277402
266,71.06671841999383,89.26207309277402
267,71.066718413413,89.26207309277402
268,70.76280372435488,89.26207309277402
269,70.76280372065393,89.26207309277402
270,70.76280371787841,89.26207309277402
271,70.76280371579689,89.26207309277402
272,70.76280371423583,89.26207309277402
273,70.76280371306504,89.26207309277402
274,70.762803712187,89.26207309277402
275,70.76280371152843,89.26207309277402
276,70.58862823370077,89.26207309277402
277,70.58862823333037,89.26207309277402
278,70.58862823305255,89.26207309277402
279,70.58862823284419,89.26207309277402
280,70.58862823268792,89.26207309277402
281,70.58862823257074,89.26207309277402
282,70.57876153875114,89.26207309277402
283,70.11768116640306,89.26207309277402
284,69.7564436927743,89.26207309277402
285,69.75644369273722,89.26207309277402
286,69.75644369270938,89.26207309277402
287,68.98344494700419,89.26207309277402
288,68.98344494698854,89.26207309277402
289,68.98344494697679,89.26207309277402
290,68.98344494696799,89.26207309277402
291,67.41879146635507,89.26207309277402
292,67.41879146635011,89.26207309277402
293,67.41879146634639,89.26207309277402
294,67.4187914663436,89.26207309277402
295,67.41879146634152,81.29404308428064
296,66.34095707341868,81.29404308428064
297,66.24405340129145,78.32570140056254
298,66.24405340129057,78.32570140056254
299,66.2440534012899,76.55045471712977
300,64.40591465104194,76.55045471712977
301,64.40591465104157,76.55045471712977
302,64.40591465104129,76.55045471712977
303,64.2824149065488,76.55045471712977
304,63.8730558743009,76.55045471712977
305,63.78957523935061,76.55045471712977
306,63.74335004204484,76.55045471712977
307,63.7181613784479,76.55045471712977
308,63.28602186188008,76.55045471712977
309,63.27899482231387,76.55045471712977
310,62.34074315903666,76.55045471712977
311,62.33907803120178,76.55045471712977
312,62.33838281353938,74.60248370872908
313,62.33817320578638,74.60248370872908
314,62.33817320578637,71.5764017207185
315,62.26772002922563,71.5764017207185
316,62.2476994388537,71.5764017207185
317,62.24028619968234,71.5764017207185
318,62.24002378269213,71.5764017207185
319,62.239867112916315,71.5764017207185
320,62.239772194983765,71.5764017207185
321,62.23971371176185,71.5764017207185
322,62.21903260098621,71.5764017207185
323,62.21900908519028,71.5764017207185
324,62.21899371000094,71.5764017207185
325,62.21898345082745,71.5764017207185
326,62.218976472084975,71.5764017207185
327,62.21897164058028,71.5764017207185
328,62.21896824338985,71.5764017207185
329,62.21896582286949,71.5764017207185
330,62.21537317911843,71.5764017207185
331,62.085177330849525,71.5764017207185
332,62.0550529501459,71.5764017207185
333,62.055052266928406,71.5764017207185
334,62.05505176168823,71.5764017207185
335,62.05505138679287,71.5764017207185
336,62.03927345637472,71.5764017207185
337,62.039273248474885,71.5764017207185
338,61.98809822961076,71.5764017207185
339,61.97925244374885,70.70887651764264
340,61.96102033780414,70.70887651764264
341,61.914329604574185,70.70887651764264
342,61.884602531658835,70.70887651764264
343,61.65600986318195,70.70887651764264
344,61.63145927151419,70.70887651764264
345,61.60692288743468,70.70887651764264
346,61.569343845429444,70.70887651764264
347,61.556275471445886,70.70887651764264
348,61.55067023407021,70.70887651764264
349,61.545261377214004,70.70887651764264
350,61.54235521215944,70.70887651764264
351,61.53706184669395,70.70887651764264
352,61.525951191538,70.70887651764264
353,61.521070996661024,70.70887651764264
354,61.38222636743304,70.70887651764264
355,61.3806214281517,70.70887651764264
356,61.37969248652644,70.70887651764264
357,61.379150282693516,70.70887651764264
358,61.37883051001336,70.70887651764264
359,61.378634342593855,70.70887651764264
360,61.37848755255393,70.70887651764264
361,61.37778493587543,70.70887651764264
362,61.376849839410355,70.70887651764264
363,61.31516143435467,70.70887651764264
364,61.314677156135,70.70887651764264
365,61.10260319562205,70.70887651764264
366,60.99869831448342,70.70887651764264
367,60.434610870713655,70.70887651764264
368,60.434469245294835,70.70887651764264
369,60.418112734058255,70.70887651764264
370,60.410220652944055,70.70887651764264
371,60.27688035698627,70.70887651764264
372,60.27249510339135,70.70887651764264
373,60.27213115896599,70.70887651764264
374,60.272106738536785,70.49993190608961
375,60.271487947385005,70.49993190608961
376,60.27147425276753,70.49993190608961
377,60.271463991899054,70.49993190608961
378,60.271456301925994,70.49993190608961
379,60.24856733329259,70.49993190608961
380,59.621955932868275,70.49993190608961
381,59.61119275313465,70.49993190608961
382,59.606841465090966,70.49993190608961
383,59.605707247883046,70.49993190608961
384,59.437187114276796,70.49993190608961
385,59.26897940296209,70.49993190608961
386,59.185416536808795,70.49993190608961
387,59.09714315891389,70.49993190608961
388,58.963177839968196,70.46484190741984
389,58.90440097089985,70.30117938075173
390,58.8812098151128,70.18771721911361
391,58.87492654405107,70.10872282639973
392,58.86858604191038,70.05356638961939
393,58.867668622371376,70.01498186488715
394,58.867508443135456,69.98795929601496
395,58.860628727073525,69.96902258634728
396,58.860542646010686,69.9557492522737
397,58.86047905369132,69.9464460179207
398,58.79441383197546,69.93992700998625
399,58.79158388923789,69.93536073056767
400,58.78488022108009,69.9321637922302
401,58.781307381511695,69.92992678856739
402,58.77944903629613,69.92836242214608
403,58.77258807702627,69.92726913416564
404,58.765603931158054,69.9265055721585
405,58.3435634477341,69.92597265444672
406,58.34351030432555,69.92560096798205
407,58.34350687916568,69.92534191400524
408,58.2997971051977,69.92516148848627
409,58.299795180810506,69.92503591502728
410,58.1478333894014,69.92494857999415
411,58.136577114871976,69.92488788277805
412,58.134429726663406,69.92484572886637
413,58.13434688482509,69.92481647419864
414,58.13429795297334,69.92479618615721
415,58.134268679962396,69.92478212657848
416,58.134250902726706,69.92477239033654
417,58.134239919847836,69.92476565286482
418,58.07859954447305,69.92476099390699
419,57.69145570161099,69.9247577745688
420,57.69145278787403,69.92475555161671
421,57.69074357014158,69.92475401778019
422,57.68998782743047,69.9247529602
423,57.58726606495266,69.9247522315274
424,57.297069072872965,69.92475172983639
425,57.29706860857399,69.92475138467299
426,57.2970682736015,69.9247511473731
427,56.79395971708859,69.92475098434815
428,56.721288873911135,69.92475087243149
429,56.72108772417023,69.92475079565666
430,56.72094853002402,69.92475074302756
431,56.594154409496426,69.92475070697652
432,56.38750498518709,69.92475068229969
433,56.30869412842311,69.14107733402471
434,56.29026948408845,67.81019457785324
435,56.29024278629977,67.81019457785324
436,56.25768379932073,65.39871566880728
437,56.24723973737262,65.39871566880728
438,56.24032370949345,63.76766512646623
439,56.240315688268744,63.76766512646623
440,56.24030970932948,63.76766512646623
441,56.230214047527525,63.76766512646623
442,56.23021071167493,63.76766512646623
443,56.226301375932096,63.76766512646623
444,56.226299508153055,60.19310437608985
445,56.22614010351958,59.519318272167816
446,56.22613905562698,59.519318272167816
447,56.010376601432164,59.519318272167816
448,56.009914789701895,58.78291354644169
449,55.98296992428163,58.78291354644169
450,55.968798174942336,52.69438436696676
451,55.95800394474982,52.69438436696676
452,55.94962420631674,52.69438436696676
453,55.94349449515629,52.69438436696676
454,55.938984612285005,51.00823879770846
455,55.93565142949069,51.00823879770846
456,55.933179261587895,50.84391627849042
457,55.93134073925396,50.84391627849042
458,55.929970629354976,50.54417962034905
459,55.928947988747,50.54417962034905
460,55.92818378891271,50.54417962034905
461,55.92761220349403,50.54417962034905
462,55.92718439458746,49.17437366720597
463,55.914050638505024,49.17437366720597
464,55.91381064590853,49.17437366720597
465,55.91363080815652,49.17437366720597
466,55.450980628018726,49.17437366720597
467,55.450879584976704,49.17437366720597
468,55.45080383058704,49.17437366720597
469,55.45074703048432,49.12218836159626
470,55.45070443923279,48.49159014023547
471,55.45067250075857,48.30349122030116
472,55.450648549695394,48.281466225691645
473,55.45063058796883,48.281466225691645
474,55.45061711755748,48.281466225691645
475,55.45060701524598,48.281466225691645
476,55.450599438791926,48.281466225691645
477,55.45059375660865,48.14717719741803
478,55.450589495059646,48.05283038429519
479,55.450586298947655,47.996827293562845
480,55.450583901891626,47.962612991292445
481,55.45058210411537,47.94124097668229
482,55.45058075579203,47.92767229834311
483,55.4505797445545,47.91895911158608
484,55.45057898612917,47.91332062604685
485,55.450578417311725,47.90965344622674
486,55.45057799069956,47.90726084778798
487,55.45057767074091,47.905696930703854
488,55.450577430772206,47.90467367723643
489,55.450577250795845,47.90400391176589
490,55.450577115813644,47.903565520497196
491,55.45057701457705,47.90327864891563
492,55.427536736444964,47.90309100919226
493,55.42753667949937,47.90296834319
494,55.427536636790194,47.9028882024814
495,55.299149709942206,47.90283587978093
496,55.21655354853775,47.90280174313006
497,55.21655353051981,47.90277948769713
498,55.21655351700635,47.90276498898896
499,55.216553506871286,47.90275555062944
500,55.21655349926997,47.902749411103386
501,55.21655349356898,47.902745420464996
502,55.21655348929325,47.902742828568044
503,55.21655348608643,47.314572661753694
504,55.216553483681345,47.314572661753694
505,55.2165534818775,47.314572661753694
506,55.21655348052466,47.314572661753694
507,55.21655347950999,47.314572661753694
508,55.216553478749006,47.314572661753694
509,55.21655347817826,47.314572661753694
510,55.216553477750196,47.314572661753694
511,55.216553477429144,47.314572661753694
512,55.21655347718837,47.314572661753694
513,55.21655347700779,47.314572661753694
514,55.216553476872356,47.314572661753694
515,55.21655347677076,47.314572661753694
516,55.216553476694585,47.314572661753694
517,55.21655347663743,47.314572661753694
518,55.216553476594584,47.314572661753694
519,55.21655347656245,47.314572661753694
520,55.216553476538344,47.314572661753694
521,55.21655347652027,47.314572661753694
522,55.155417540431,47.314572661753694
523,55.15541754042083,47.314572661753694
524,55.155417540413204,47.314572661753694
525,55.1554175404075,47.314572661753694
526,55.155417540403185,46.86850922287177
527,55.15541754039998,46.86850922287177
528,55.15541754039756,46.86850922287177
529,55.15541754039574,46.86850922287177
530,55.138464657013955,46.86850922287177
531,54.91143680084902,46.86850922287177
532,54.84168047672648,46.86850922287177
533,54.8416804767259,46.86850922287177
534,54.62849301122289,46.48663722833709
535,54.628493011222574,40.184710022002776
536,54.62849301122234,40.184710022002776
537,54.628493011222155,38.60387668637899
538,54.61270167067421,38.60387668637899
539,54.61132694478132,38.60387668637899
540,54.61132694478124,38.60387668637899
541,54.5990336941068,38.60387668637899
542,54.59045479879675,38.60387668637899
543,54.58764065705934,38.60387668637899
544,54.587568140484834,38.60387668637899
545,54.58756814048481,38.60387668637899
546,54.587568140484805,38.60387668637899
547,54.585373617925065,38.60387668637899
548,54.58255382722858,38.60387668637899
549,54.580956091495125,38.60387668637899
550,54.58004896222184,38.60387668637899
551,54.57953250627988,38.60387668637899
552,54.57923739161189,38.60387668637899
553,54.57906794774063,36.9684608244395
554,54.27375210305202,36.9684608244395
555,54.05450089921065,36.9684608244395
556,54.05446739454668,35.54567147783864
557,54.05444746351522,35.54567147783864
558,53.25590481253024,35.54567147783864
559,53.04757722438327,35.54567147783864
560,53.04757261917003,35.54567147783864
561,53.000177117809926,35.54567147783864
562,53.000175210398666,35.54567147783864
563,53.00017394449984,35.54567147783864
564,52.756949316019075,35.54567147783864
565,52.75694872551719,35.54567147783864
566,52.75694831194714,35.54567147783864
567,52.756948018254455,35.54567147783864
568,52.7569478072577,35.49149060246874
569,52.67797369319301,35.49149060246874
570,52.67797358135324,35.49149060246874
571,52.67797349912378,35.49149060246874
572,52.677973438380015,35.43054121258798
573,52.67797339334436,35.39589838169402
574,52.67797335986137,35.39038835652721
575,52.67797333491434,35.39038835652721
576,52.677973316297006,35.39038835652721
577,52.677973302386285,35.37278667397776
578,52.67797329198265,35.36769503696188
579,52.677973284196455,35.36769503696188
580,52.67797327836611,35.36769503696188
581,52.6779732739986,35.36674497754536
582,52.6779732707259,35.36130990769277
583,52.677973268273036,35.360247038834494
584,52.67797326643432,35.360247038834494
585,52.67797326505581,35.36021187097797
586,52.677973264022214,35.36021187097797
587,52.67797326324719,35.35925718706327
588,52.677973262666,35.35870882877738
589,52.67797326223016,35.35839694531955
590,52.67797326190332,35.35821559121395
591,52.176934386063905,35.35810861546438
592,52.176934385880074,35.35804495167797
593,52.17693438574221,35.358006864872735
594,52.17693438563881,35.35798401290131
595,52.176934385561275,35.357970281698904
596,52.17693438550312,35.35796202627757
597,52.176934385459504,35.35795706290574
598,52.16320959942975,35.35795407975134
599,52.16320959940522,35.35795228771175
600,52.163209599386825,35.357951211893635
601,52.16320959937302,34.815077029472874
602,52.14342728296773,34.815077029472874
603,52.13337289735354,34.815077029472874
604,52.13115393674817,34.815077029472874
605,52.131153936743814,34.815077029472874
606,52.131153936740546,34.815077029472874
607,52.13115393673807,34.66564487563341
608,52.13115393673625,34.66564487563341
609,52.12139487808956,34.66564487563341
610,52.114884194505386,34.66564487563341
611,52.110724398692106,34.66564487563341
612,52.10801141522429,34.66564487563341
613,52.106205487752845,34.66564487563341
614,52.10497970335507,34.66564487563341
615,52.10413271088565,32.92122508246446
616,52.10353814773373,32.92122508246446
617,52.10311510218876,32.92122508246446
618,52.102810683327355,32.92122508246446
619,52.102589604608646,32.92122508246446
620,52.102427864924834,32.92122508246446
621,51.48205792924284,32.92122508246446
622,51.48196995456531,32.92122508246446
623,51.481904697629794,32.92122508246446
624,51.48185616219938,32.92122508246446
625,51.15832804362277,32.92122508246446
626,51.158301043109326,32.92122508246446
627,51.15828086520362,32.92122508246446
628,51.15826577254337,32.92122508246446
629,51.158254475980485,32.92122508246446
630,51.15824601645754,32.92122508246446
631,51.15823967907109,32.92122508246446
632,51.158234930112606,32.66490204705286
633,51.15823137068953,32.66490204705286
634,51.15822870241358,32.49550528040897
635,51.158226701933,32.49550528040897
636,51.04309917489536,32.49550528040897
637,51.04309805016131,32.49550528040897
638,50.70209735809557,32.49550528040897
639,50.70209672560235,32.49550528040897
640,50.70209625127335,32.49550528040897
641,50.702095895549604,32.49550528040897
642,50.702095628769726,32.49550528040897
643,50.702095428692125,32.13856110264916
644,50.702095278638005,32.13856110264916
645,50.70209516609971,32.13856110264916
646,50.70209508169729,32.13856110264916
647,50.4400862051615,32.13856110264916
648,50.44008615768609,31.64812770333382
649,50.44008612207977,31.64812770333382
650,50.44008609537514,31.64812770333382
651,50.44008607534675,31.64812770333382
652,50.44008606032549,31.618178391069783
653,50.44008604905959,31.618178391069783
654,50.440086040610154,31.618178391069783
655,50.44008603427311,31.559964858544106
656,50.440086029520316,31.559964858544106
657,50.44008602595573,31.559964858544106
658,50.440086023282284,31.42520868953906
659,50.440086021277196,31.42520868953906
660,50.440086019773396,31.42520868953906
661,50.44008601864553,31.26589622111895
662,50.301289442355205,31.26589622111895
663,50.30128944172078,31.26589622111895
664,50.301289441244975,31.26589622111895
665,50.30128944088811,31.26589622111895
666,50.301289440620465,31.26589622111895
667,50.30128944041973,31.26589622111895
668,50.30128944026917,31.20513180376767
669,50.301289440156275,31.20513180376767
670,49.981522141687044,31.20513180376767
671,49.981522141623536,31.082474635485102
672,49.9815221415759,31.082474635485102
673,49.98152214154017,31.03453053665651
674,49.86768529487311,31.001456541581284
675,49.86768529485301,31.001456541581284
676,49.86768529483793,30.93074108130621
677,49.867685294826636,30.93074108130621
678,49.86768529481815,30.753718776154084
679,49.86537239239946,30.753718776154084
680,49.86537239239468,30.725309081337805
681,49.86537239239111,30.624781462265524
682,49.86537239238843,30.624781462265524
683,49.86537239238642,30.486687894404977
684,49.85676726408695,30.486687894404977
685,49.84396064136669,30.486687894404977
686,49.84396064136584,30.486687894404977
687,49.83580017789334,30.486687894404977
688,49.82942944570155,30.486687894404977
689,49.82942944570119,30.346664696761778
690,49.82942944570091,30.340997991118734
691,49.82862653634025,30.340997991118734
692,49.821675322101115,30.340997991118734
693,49.81688748509225,30.339077029042304
694,49.77049632065176,30.33608801781
695,49.76811765970966,30.33608801781
696,49.766409525271044,30.315951142702893
697,49.76517110535316,30.315951142702893
698,49.76426630183836,30.315951142702893
699,49.75480959180844,30.299932994716038
700,49.754318369275076,30.299932994716038
701,49.75395422681397,30.299932994716038
702,49.75368352442443,30.177020418838236
703,49.75348185017342,30.177020418838236
704,49.75333135530371,30.177020418838236
705,49.62334942082823,30.151863670784422
706,49.623265329172234,30.13822655653439
707,49.62320239584385,30.132905970621614
708,49.62315527201812,30.1306375919241
709,49.62311997199496,30.129589778471086
710,49.62309352107861,30.129074985127097
711,49.6230736964482,30.1288113008175
712,49.623058835601135,30.128672731747244
713,49.623047694255334,30.12859883282481
714,49.62303934065881,30.128559106986522
715,48.70759256494283,30.128537665143963
716,48.70758786782613,30.12852607101749
717,48.518194689113066,30.128519798192038
718,48.51819204754857,30.128516404740544
719,48.51819006651105,30.12851456984487
720,48.518188580809365,30.12851357836483
721,47.98181853028048,30.128513043047604
722,47.87858534341079,30.128512754267863
723,47.87858534341079,30.128512598622535
724,47.87858534341079,30.128512514809493
725,47.6113492390136,30.12851246971877
726,47.6113492390136,30.12851244548259
727,47.6113492390136,30.128512432467815
728,47.597207092437245,30.12126508797571
729,47.597207092437245,30.12126508797571
730,47.597207092437245,30.12126508797571
731,47.59720709243724,30.104303483578246
732,47.59720709243724,30.06251200642557
733,47.529148580986416,30.056436586492506
734,47.529148580986416,30.055331582626508
735,47.529148580986416,30.05167500586019
736,47.529148580986416,30.05167500586019
737,47.525068350956424,30.049452228300936
738,47.525068350956424,30.044320657524306
739,47.52506835095642,30.044320657524306
740,47.52506835095642,30.044320657524306
741,47.5227971298597,30.03604213395723
742,47.5227971298597,30.03604213395723
743,47.5227971298597,30.03604213395723
744,47.5227971298597,30.028404924738176
745,47.37264393006295,30.018364318965375
746,47.33940999807049,30.014036973510287
747,47.220988746439474,30.012025730976745
748,47.220988746439474,30.01104149214077
749,47.220988746439474,29.997930568581054
750,47.220988746439474,29.997930568581054
751,47.220988746439474,29.997930568581054
752,47.220988746439474,29.997930568581054
753,47.220988746439474,29.979159170775574
754,47.22098874643947,29.979159170775574
755,47.22098874643947,29.979159170775574
756,47.22098874643947,29.97749807869422
757,47.22098874643947,29.97749807869422
758,47.22098874643947,29.97749807869422
759,47.17899329891261,29.97015450130322
760,47.17899329891261,29.97015450130322
761,47.17899329891261,29.97015450130322
762,47.03530782864432,29.964974532277743
763,46.89300313795155,29.96121470812891
764,46.89300313795155,29.96121470812891
765,46.89300313795155,29.96121470812891
766,46.44316577713894,29.95910124009594
767,46.44316577713894,29.958000131949156
768,46.441522243821524,29.944950197788803
769,46.441522243821524,29.942773393885684
770,46.441522243821524,29.942773393885684
