世代,固定慣性項(w=0.75)平均,LDIWM(w_max=0.9→w_min=0.4)
771,46.441522243821524,29.942773393885684
772,46.441522243821524,29.932196962039562
773,46.441522243821524,29.932196962039562
774,46.441522243821524,29.932196962039562
775,46.441522243821524,29.932196962039562
776,46.29828577305837,29.918600587778535
777,46.2301688261695,29.91541149749946
778,46.11373046404568,29.909449996110958
779,46.11373046404568,29.90771042837632
780,46.11373046404568,29.902780320068867
781,45.90113030255983,29.902780320068867
782,45.499877400598805,29.902780320068867
783,45.499877400598805,29.901704344987856
784,45.433465658596454,29.901704344987856
785,45.433465658596454,29.901704344987856
786,45.25889849689318,29.899348093932794
787,45.25889849689318,29.895410552094027
788,45.2410925645169,29.891624101645487
789,45.2410925645169,29.883505318124758
790,45.2410925645169,29.883505318124758
791,45.2410925645169,29.880389879588527
792,45.2410925645169,29.877178104907358
793,45.22682875976122,29.877178104907358
794,45.22682875976122,29.877178104907358
795,45.15626304058698,29.877178104907358
796,45.15626304058698,29.875956402667107
797,45.15626304058698,29.875466861147228
798,45.15626304058698,29.87527814213761
799,45.09790697234685,29.875275782298814
800,45.09790697234685,29.870569524401127
801,45.09790697234685,29.869134680804812
802,45.09790697234685,29.867939656217928
803,45.09790697234685,29.86318515620256
804,45.09790697234685,29.86318515620256
805,45.09790697234685,29.86318515620256
806,45.020242944133436,29.86318515620256
807,45.020242944133436,29.862074733152387
808,44.97554273001667,29.86095622449635
809,44.950332082955654,29.86095622449635
810,44.93873056586731,29.86095622449635
811,44.932504594346106,29.859034961534093
812,44.932504594346106,29.859034961534093
813,43.844308315548645,29.859034961534093
814,43.823253835835956,29.85844712445784
815,43.81056730811561,29.85844712445784
816,43.80280970858587,29.85783865961286
817,43.747916532833976,29.85783865961286
818,43.74485723918995,29.856694488132646
819,43.742878316153146,29.856694488132646
820,43.741571855182436,29.856694488132646
821,43.74069207716506,29.85644517290998
822,43.74008856952116,29.856136947430233
823,43.73966763745513,29.856136947430233
824,43.739369775206356,29.85546560734786
825,43.73915641432076,29.85546560734786
826,43.73900203987353,29.85418732767035
827,43.73888943548455,29.85418732767035
828,43.7388067691317,29.85418732767035
829,43.738745774598826,29.85418732767035
830,43.73870059417503,29.85418732767035
831,43.37625463013178,29.8541166674056
832,43.37622963364764,29.85364445068288
833,43.37621098693721,29.85364445068288
834,43.37619705852254,29.85364445068288
835,43.37618664405969,29.851858199672293
836,43.37617885112733,29.851269898629965
837,43.37129271036676,29.851269898629965
838,43.371288340068574,29.851269898629965
839,43.36727513784925,29.851068788080468
840,43.367272683741426,29.851068788080468
841,43.36727084416944,29.851068788080468
842,43.35838812264758,29.851009179668853
843,43.358111604402296,29.850846090048737
844,43.35811082907105,29.850846090048737
845,43.35811024767361,29.850545332201577
846,43.35810981168235,29.850545332201577
847,43.35810948472084,29.850545332201577
848,43.35810923951771,29.85026653178194
849,43.35543879375628,29.85026653178194
850,43.355438655842775,29.85017577483297
851,43.35543855241085,29.85017577483297
852,43.355438474838714,29.850131604789084
853,43.354210727226494,29.850131604789084
854,43.35279725707896,29.849680840316086
855,43.35262877203248,29.8496430100946
856,43.352628747489334,29.8496430100946
857,43.35060954415817,29.8496430100946
858,43.34813122591065,29.84948481456929
859,43.34728329460328,29.849424057337572
860,43.34676765966649,29.849424057337572
861,43.346448626664966,29.8493498259689
862,43.34624743390156,29.849229579155235
863,43.34611796156821,29.849229579155235
864,43.3460329075465,29.84918647208999
865,43.34597589529544,29.84918647208999
866,43.34593694886085,29.84914128978545
867,43.345502308827854,29.84913188255017
868,43.34548321631149,29.84913188255017
869,43.34546957549695,29.84907391833982
870,43.34545972658089,29.84907391833982
871,43.34545255459614,29.849044260138296
872,43.3299985542937,29.84903354891879
873,43.32957157454826,29.849032537218783
874,43.329414645984436,29.849008196694257
875,43.32941251603871,29.848942262012947
876,43.329410930669894,29.84892770443954
877,43.3248749952378,29.848901082952942
878,43.32487351732796,29.848899026895932
879,43.32487285734696,29.848899026895932
880,43.32487236357163,29.848899026895932
881,43.303712138108686,29.8488888675669
882,43.30371186125369,29.848876002386397
883,43.30368049424535,29.848868916833208
884,43.303680338797164,29.848866564550413
885,43.30368022227918,29.848865675386
886,43.146783021449856,29.848861760514033
887,43.14678295595881,29.848846376610716
888,43.14678290685267,29.84884316064631
889,43.14678287002987,29.84884316064631
890,43.14678284241662,29.848833981233497
891,43.14678282170884,29.84883277588193
892,43.14678280617922,29.84883277588193
893,43.14678279453269,29.84883277588193
894,43.14678278579818,29.848827306259643
895,43.14678277924751,29.848827306259643
896,43.146782774334625,29.848827306259643
897,43.146782770650034,29.848818276097504
898,43.14678276788662,29.848817653636996
899,43.14678276581409,29.84881567845853
900,43.146782764259704,29.84881567845853
901,43.14678276309392,29.84881567845853
902,43.14678276221959,29.848808956190354
903,43.12293160048772,29.84880383098011
904,43.12293159999591,29.84880383098011
905,43.12293159962705,29.84880383098011
906,43.12293159935041,29.848799350888626
907,43.122931599142916,29.848799350888626
908,43.122931598987314,29.848799350888626
909,43.12293159887061,29.848797044470707
910,43.122931598783076,29.848797044470707
911,43.122931598717436,29.848797044470707
912,43.122931598668195,29.84879635274749
913,43.12293159863127,29.84879635274749
914,43.122931598603564,29.84879635274749
915,43.12293159858278,29.84879635274749
916,43.122576252779844,29.848794566643356
917,43.122576252768155,29.848794236854705
918,43.1225762527594,29.848794236854705
919,43.12240288600221,29.848793388562534
920,43.1222914104085,29.848793388562534
921,43.12229141040481,29.848793388562534
922,43.12229141040204,29.84878977329386
923,43.12229141039995,29.84878977329386
924,43.12185576182195,29.848787901295843
925,43.121398116174035,29.848787901295843
926,43.12108833977086,29.84878238460636
927,43.120874830160844,29.84878238460636
928,43.120725286652636,29.84878238460636
929,43.120619085499754,29.84877707726679
930,43.120522212463605,29.84877707726679
931,43.120466872077806,29.848772856152657
932,43.120390088266966,29.848772856152657
933,43.12036035082843,29.848769116253003
934,43.12033838321211,29.848769116253003
935,43.12031565581154,29.848769116253003
936,43.120273882566906,29.848769116253003
937,43.12024363112208,29.848769116253003
938,43.12022154920366,29.8487681947572
939,43.120205329020436,29.8487681947572
940,43.12019335584189,29.848767710522395
941,43.120184483935965,29.84876767375266
942,43.12017789074459,29.84876767375266
943,43.120172980016434,29.848767536440096
944,43.120169316188395,29.848767505447217
945,43.12016657912759,29.848767036578856
946,43.120164532412744,29.848764705488726
947,43.120163000797035,29.84876331763911
948,43.120161854009254,29.8487631995523
949,43.02042595670868,29.848760398259845
950,43.02042531306101,29.848760398259845
951,43.02042483066768,29.84875950781261
952,42.94632746540647,29.848758886648426
953,42.94632719431303,29.84875870505509
954,42.9463269910539,29.848757714395205
955,42.84017494679675,29.848755454048067
956,42.84017483250848,29.84875364403574
957,42.83145885347618,29.84875364403574
958,42.80946462103644,29.84875364403574
959,42.77985762633343,29.84875301340634
960,42.762756120925076,29.848751044933678
961,42.74196605615608,29.848750602067433
962,42.73784852088191,29.848750049743458
963,42.737848505632954,29.848749659356095
964,42.73784849419643,29.848749659356095
965,42.737848485619146,29.848748488681927
966,42.73784847918625,29.848748488681927
967,42.737848474361606,29.848748488681927
968,42.73784847074315,29.84874796525102
969,42.73784846802931,29.84874796525102
970,42.73784846599395,29.848747860517705
971,42.737848464467426,29.848747734776566
972,42.737848463322536,29.848747734776566
973,42.607117964326406,29.848747734776566
974,42.607117963682406,29.848747734776566
975,42.60711796319941,29.848747734776566
976,42.607117962837165,29.84874763572732
977,42.607117962565475,29.848747510550346
978,42.132103726329206,29.84874747422387
979,42.132103726176396,29.848747437510575
980,42.13210372606177,29.848747425381838
981,42.1321037259758,29.848747362063165
982,42.13210372591133,29.848747303707896
983,42.128619145807754,29.848747213030695
984,42.128619145771495,29.848747213030695
985,42.09224622536937,29.848747213030695
986,42.09224622535565,29.848747213030695
987,42.09224622534536,29.84874711538702
988,42.09224622533763,29.84874711538702
989,42.09224622533185,29.848747114273745
990,42.092246225327514,29.848746978643334
991,42.09224622532425,29.848746926166122
992,42.09224622532181,29.848746823916745
993,42.092246225319975,29.84874680720533
994,42.092246225318604,29.84874680720533
995,42.09224622531757,29.84874680720533
996,42.0922462253168,29.84874680720533
997,42.073094019729346,29.84874680720533
998,42.07309401972891,29.84874680720533
999,42.07309401972859,29.84874680720533
