世代,最良評価値
765,227.55271923653245
766,227.55271923653245
767,227.55271923653245
768,227.55271923653245
769,227.55271923653245
770,227.55271923653245
771,227.55271923653245
772,227.55271923653245
773,227.55271923653245
774,227.55271923653245
775,227.55271923653245
776,227.55271923653245
777,227.55271923653245
778,227.55271923653245
779,227.55271923653245
780,227.55271923653245
781,227.55271923653245
782,227.55271923653245
783,227.55271923653245
784,227.55271923653245
785,227.55271923653245
786,227.55271923653245
787,227.55271923653245
788,227.55271923653245
789,227.55271923653245
790,227.55271923653245
791,227.55271923653245
792,227.55271923653245
793,227.55271923653245
794,227.55271923653245
795,227.55271923653245
796,227.55271923653245
797,227.55271923653245
798,227.55271923653245
799,227.55271923653245
800,227.55271923653245
801,227.55271923653245
802,227.55271923653245
803,227.55271923653245
804,227.55271923653245
805,227.55271923653245
806,227.55271923653245
807,227.55271923653245
808,227.55271923653245
809,227.55271923653245
810,227.55271923653245
811,227.55271923653245
812,227.55271923653245
813,227.55271923653245
814,227.55271923653245
815,227.55271923653245
816,227.55271923653245
817,227.55271923653245
818,227.55271923653245
819,227.55271923653245
820,227.55271923653245
821,227.55271923653245
822,227.55271923653245
823,227.55271923653245
824,227.55271923653245
825,227.55271923653245
826,227.55271923653245
827,227.55271923653245
828,227.55271923653245
829,227.55271923653245
830,227.55271923653245
831,227.55271923653245
832,227.55271923653245
833,227.55271923653245
834,227.55271923653245
835,227.55271923653245
836,227.55271923653245
837,227.55271923653245
838,227.55271923653245
839,227.55271923653245
840,227.55271923653245
841,227.55271923653245
842,227.55271923653245
843,227.55271923653245
844,227.55271923653245
845,227.55271923653245
846,227.55271923653245
847,227.55271923653245
848,227.55271923653245
849,227.55271923653245
850,227.55271923653245
851,227.55271923653245
852,227.55271923653245
853,227.55271923653245
854,227.55271923653245
855,227.55271923653245
856,227.55271923653245
857,227.55271923653245
858,227.55271923653245
859,227.55271923653245
860,227.55271923653245
861,227.55271923653245
862,227.55271923653245
863,227.55271923653245
864,227.55271923653245
865,227.55271923653245
866,227.55271923653245
867,227.55271923653245
868,227.55271923653245
869,227.55271923653245
870,227.55271923653245
871,227.55271923653245
872,227.55271923653245
873,227.55271923653245
874,227.55271923653245
875,227.55271923653245
876,227.55271923653245
877,227.55271923653245
878,227.55271923653245
879,227.55271923653245
880,227.55271923653245
881,227.55271923653245
882,227.55271923653245
883,227.55271923653245
884,227.55271923653245
885,227.55271923653245
886,227.55271923653245
887,227.55271923653245
888,227.55271923653245
889,227.55271923653245
890,227.55271923653245
891,227.55271923653245
892,227.55271923653245
893,227.55271923653245
894,227.55271923653245
895,227.55271923653245
896,227.55271923653245
897,227.55271923653245
898,227.55271923653245
899,227.55271923653245
900,227.55271923653245
901,227.55271923653245
902,227.55271923653245
903,227.55271923653245
904,227.55271923653245
905,227.55271923653245
906,227.55271923653245
907,227.55271923653245
908,227.55271923653245
909,227.55271923653245
910,227.55271923653245
911,227.55271923653245
912,227.55271923653245
913,227.55271923653245
914,227.55271923653245
915,227.55271923653245
916,227.55271923653245
917,227.55271923653245
918,227.55271923653245
919,227.55271923653245
920,227.55271923653245
921,227.55271923653245
922,227.55271923653245
923,227.55271923653245
924,227.55271923653245
925,227.55271923653245
926,227.55271923653245
927,227.55271923653245
928,227.55271923653245
929,227.55271923653245
930,227.55271923653245
931,227.55271923653245
932,227.55271923653245
933,227.55271923653245
934,227.55271923653245
935,227.55271923653245
936,227.55271923653245
937,227.55271923653245
938,227.55271923653245
939,227.55271923653245
940,227.55271923653245
941,227.55271923653245
942,227.55271923653245
943,227.55271923653245
944,227.55271923653245
945,227.55271923653245
946,227.55271923653245
947,227.55271923653245
948,227.55271923653245
949,227.55271923653245
950,227.55271923653245
951,227.55271923653245
952,227.55271923653245
953,227.55271923653245
954,227.55271923653245
955,227.55271923653245
956,227.55271923653245
957,227.55271923653245
958,227.55271923653245
959,227.55271923653245
960,227.55271923653245
961,227.55271923653245
962,227.55271923653245
963,227.55271923653245
964,227.55271923653245
965,227.55271923653245
966,227.55271923653245
967,227.55271923653245
968,227.55271923653245
969,227.55271923653245
970,227.55271923653245
971,227.55271923653245
972,227.55271923653245
973,227.55271923653245
974,227.55271923653245
975,227.55271923653245
976,227.55271923653245
977,227.55271923653245
978,227.55271923653245
979,227.55271923653245
980,227.55271923653245
981,227.55271923653245
982,227.55271923653245
983,227.55271923653245
984,227.55271923653245
985,227.55271923653245
