世代,0,1,2,3,4,5,6,7,8,9
0,350.2085876494329,289.27299214339143,292.249931583632,410.6428569241387,445.11507182261096,429.1650498984434,453.6900000477741,336.52725977303993,385.8724103310102,371.19446749833355
1,299.48293008197965,276.0307937035685,242.4000991960752,306.99699200149746,311.91489553998514,243.3109374638715,342.00386375314986,257.5994943264576,252.36222576199086,279.7830956430793
2,204.31082985661905,243.2848073383852,242.4000991960752,213.08332970527172,272.5169705367559,176.80987730109675,229.15727949412002,202.00803081724825,160.7488528729839,249.77387684621422
3,204.31082985661905,152.3935838818883,142.7308096908862,205.86747200488566,239.5430451578159,176.80987730109675,229.15727949412002,202.00803081724825,160.7488528729839,209.8116787979711
4,149.75527275339232,152.3935838818883,142.7308096908862,204.51306653804966,237.82027986132758,168.39986657706416,229.15727949412002,202.00803081724825,160.7488528729839,195.79819143249986
5,149.75527275339232,152.3935838818883,142.7308096908862,204.51306653804966,138.18107873229025,168.39986657706416,170.79757125882105,168.0921241016746,160.7488528729839,195.79819143249986
6,149.75527275339232,152.3935838818883,142.7308096908862,204.51306653804966,138.18107873229025,168.39986657706416,170.79757125882105,168.0921241016746,160.7488528729839,195.79819143249986
7,149.75527275339232,152.3935838818883,142.7308096908862,172.92787493738987,138.18107873229025,168.39986657706416,170.79757125882105,168.0921241016746,160.7488528729839,184.88624712404848
8,149.75527275339232,152.3935838818883,142.7308096908862,172.92787493738987,138.18107873229025,168.39986657706416,170.79757125882105,168.0921241016746,160.7488528729839,143.26862228522018
9,144.1953875566905,152.3935838818883,142.7308096908862,172.92787493738987,138.18107873229025,168.39986657706416,170.79757125882105,168.0921241016746,160.7488528729839,143.26862228522018
10,144.1953875566905,152.3935838818883,142.7308096908862,172.92787493738987,138.18107873229025,168.39986657706416,170.79757125882105,168.0921241016746,160.7488528729839,143.26862228522018
11,144.1953875566905,152.3935838818883,142.7308096908862,172.92787493738987,138.18107873229025,168.39986657706416,170.79757125882105,168.0921241016746,160.7488528729839,143.26862228522018
12,144.1953875566905,152.3935838818883,142.7308096908862,172.92787493738987,138.18107873229025,168.39986657706416,170.79757125882105,168.0921241016746,160.7488528729839,143.26862228522018
13,144.1953875566905,152.3935838818883,142.7308096908862,172.92787493738987,138.18107873229025,168.39986657706416,162.90600188934104,168.0921241016746,160.7488528729839,143.26862228522018
14,144.1953875566905,152.3935838818883,142.7308096908862,172.92787493738987,138.18107873229025,168.39986657706416,162.90600188934104,168.0921241016746,160.7488528729839,143.26862228522018
15,144.1953875566905,152.3935838818883,142.7308096908862,172.92787493738987,138.18107873229025,168.39986657706416,162.90600188934104,168.0921241016746,160.7488528729839,143.26862228522018
16,144.1953875566905,152.3935838818883,142.7308096908862,133.85742673222464,138.18107873229025,168.39986657706416,162.90600188934104,168.0921241016746,160.7488528729839,143.26862228522018
17,144.1953875566905,152.3935838818883,142.7308096908862,133.85742673222464,138.18107873229025,168.39986657706416,162.90600188934104,168.0921241016746,160.7488528729839,143.26862228522018
18,144.1953875566905,152.3935838818883,142.7308096908862,133.85742673222464,138.18107873229025,168.39986657706416,162.90600188934104,168.0921241016746,160.7488528729839,143.26862228522018
19,144.1953875566905,142.46143850216717,142.7308096908862,133.85742673222464,138.18107873229025,168.39986657706416,142.77265598113107,168.0921241016746,160.7488528729839,143.26862228522018
20,144.1953875566905,142.46143850216717,142.7308096908862,133.85742673222464,138.18107873229025,168.39986657706416,142.77265598113107,168.0921241016746,160.7488528729839,143.26862228522018
21,144.1953875566905,142.46143850216717,142.7308096908862,133.85742673222464,138.18107873229025,168.39986657706416,131.25470072708325,168.0921241016746,160.7488528729839,143.26862228522018
22,144.1953875566905,142.46143850216717,142.7308096908862,133.85742673222464,138.18107873229025,168.39986657706416,131.25470072708325,168.0921241016746,160.7488528729839,143.26862228522018
23,144.1953875566905,142.46143850216717,142.7308096908862,133.85742673222464,138.18107873229025,168.39986657706416,131.25470072708325,168.0921241016746,160.7488528729839,143.26862228522018
24,144.1953875566905,138.6668774412645,142.7308096908862,133.85742673222464,138.18107873229025,168.39986657706416,131.25470072708325,168.0921241016746,160.7488528729839,143.26862228522018
25,144.1953875566905,138.6668774412645,142.7308096908862,133.85742673222464,138.18107873229025,125.76640645399078,131.25470072708325,164.57048697442963,160.7488528729839,143.26862228522018
26,144.1953875566905,138.6668774412645,142.7308096908862,133.85742673222464,138.18107873229025,125.76640645399078,131.25470072708325,164.57048697442963,160.7488528729839,143.26862228522018
27,144.1953875566905,138.6668774412645,142.7308096908862,133.85742673222464,138.18107873229025,125.76640645399078,131.25470072708325,164.57048697442963,160.7488528729839,143.26862228522018
28,144.1953875566905,138.6668774412645,142.7308096908862,133.85742673222464,125.84351876838548,125.76640645399078,131.25470072708325,164.57048697442963,160.7488528729839,143.26862228522018
29,144.1953875566905,138.6668774412645,142.7308096908862,133.85742673222464,125.84351876838548,125.76640645399078,131.25470072708325,164.57048697442963,160.7488528729839,143.26862228522018
30,144.1953875566905,138.6668774412645,142.7308096908862,133.85742673222464,125.84351876838548,125.76640645399078,131.25470072708325,164.57048697442963,148.9004079995788,143.26862228522018
31,144.1953875566905,137.5730998741376,142.7308096908862,133.85742673222464,125.84351876838548,125.76640645399078,131.25470072708325,164.57048697442963,148.9004079995788,143.26862228522018
32,144.1953875566905,137.5730998741376,142.7308096908862,133.85742673222464,125.84351876838548,125.76640645399078,131.25470072708325,164.57048697442963,148.9004079995788,143.26862228522018
33,144.1953875566905,137.5730998741376,142.7308096908862,133.85742673222464,125.84351876838548,125.76640645399078,131.25470072708325,164.57048697442963,143.83016318755793,143.26862228522018
34,144.1953875566905,137.5730998741376,142.7308096908862,133.85742673222464,125.84351876838548,125.76640645399078,131.25470072708325,164.57048697442963,143.83016318755793,143.26862228522018
35,144.1953875566905,137.5730998741376,142.7308096908862,133.85742673222464,125.84351876838548,125.76640645399078,131.25470072708325,164.57048697442963,143.83016318755793,143.26862228522018
36,144.1953875566905,137.5730998741376,142.7308096908862,133.85742673222464,125.84351876838548,125.76640645399078,131.25470072708325,164.57048697442963,143.83016318755793,143.26862228522018
37,132.49578946952516,137.5730998741376,112.84113278154715,133.85742673222464,125.84351876838548,125.76640645399078,131.25470072708325,164.57048697442963,143.83016318755793,143.26862228522018
38,132.49578946952516,137.5730998741376,112.84113278154715,133.85742673222464,125.84351876838548,125.76640645399078,131.25470072708325,164.57048697442963,143.83016318755793,143.26862228522018
39,132.49578946952516,137.5730998741376,112.84113278154715,133.85742673222464,125.84351876838548,125.76640645399078,131.25470072708325,164.57048697442963,143.83016318755793,143.26862228522018
40,132.49578946952516,137.5730998741376,112.84113278154715,133.85742673222464,125.84351876838548,125.76640645399078,131.25470072708325,164.57048697442963,143.83016318755793,143.26862228522018
41,132.49578946952516,137.5730998741376,112.84113278154715,133.85742673222464,125.84351876838548,125.76640645399078,107.14729750594715,164.57048697442963,143.83016318755793,143.26862228522018
42,132.49578946952516,137.5730998741376,112.84113278154715,133.85742673222464,125.84351876838548,125.76640645399078,107.14729750594715,164.57048697442963,143.83016318755793,143.26862228522018
43,132.49578946952516,137.5730998741376,112.84113278154715,133.85742673222464,125.84351876838548,125.76640645399078,107.14729750594715,136.3384590622646,143.83016318755793,143.26862228522018
44,132.49578946952516,137.5730998741376,112.84113278154715,133.85742673222464,125.84351876838548,125.76640645399078,107.14729750594715,136.3384590622646,143.83016318755793,143.26862228522018
45,132.49578946952516,137.5730998741376,112.84113278154715,133.85742673222464,125.84351876838548,125.76640645399078,107.14729750594715,136.3384590622646,143.83016318755793,143.26862228522018
46,132.49578946952516,113.06046035246136,112.84113278154715,133.85742673222464,125.84351876838548,125.76640645399078,107.14729750594715,136.3384590622646,143.83016318755793,143.26862228522018
47,115.58356368487195,113.06046035246136,112.84113278154715,133.85742673222464,125.84351876838548,125.76640645399078,92.14985050598553,136.3384590622646,143.83016318755793,143.26862228522018
48,115.58356368487195,113.06046035246136,112.84113278154715,133.85742673222464,125.84351876838548,125.76640645399078,92.14985050598553,136.3384590622646,143.83016318755793,143.26862228522018
49,115.58356368487195,113.06046035246136,112.84113278154715,133.85742673222464,125.84351876838548,125.76640645399078,92.14985050598553,136.3384590622646,143.83016318755793,143.26862228522018
50,115.58356368487195,113.06046035246136,112.84113278154715,133.85742673222464,125.84351876838548,125.76640645399078,92.14985050598553,136.3384590622646,130.34251377475377,143.26862228522018
51,109.91647140275606,113.06046035246136,112.84113278154715,133.85742673222464,125.84351876838548,125.76640645399078,92.14985050598553,136.3384590622646,130.34251377475377,143.26862228522018
52,109.91647140275606,113.06046035246136,112.84113278154715,133.85742673222464,125.84351876838548,125.76640645399078,92.14985050598553,133.19567582074927,130.34251377475377,143.26862228522018
53,109.91647140275606,113.06046035246136,112.84113278154715,133.85742673222464,125.84351876838548,125.76640645399078,92.14985050598553,133.19567582074927,130.34251377475377,143.26862228522018
54,66.55930908058701,113.06046035246136,112.84113278154715,133.85742673222464,125.84351876838548,125.76640645399078,92.14985050598553,133.19567582074927,130.34251377475377,143.26862228522018
55,66.55930908058701,113.06046035246136,112.84113278154715,133.85742673222464,125.84351876838548,118.09670279682419,92.14985050598553,126.25818634982944,130.34251377475377,143.26862228522018
56,66.55930908058701,113.06046035246136,112.84113278154715,133.85742673222464,125.84351876838548,118.09670279682419,92.14985050598553,126.25818634982944,130.34251377475377,90.78243150978736
57,66.55930908058701,113.06046035246136,112.84113278154715,133.85742673222464,125.84351876838548,118.09670279682419,92.14985050598553,126.25818634982944,130.34251377475377,90.78243150978736
58,66.55930908058701,113.06046035246136,112.84113278154715,133.85742673222464,125.84351876838548,118.09670279682419,92.14985050598553,126.25818634982944,130.34251377475377,90.78243150978736
