世代,0,1,2,3,4,5,6,7,8,9
47,3499.3845386097832,673.0021721329406,1756.831097586707,1774.44618156352,2433.0458722798357,2422.3002543418825,969.0507379543593,1649.1966210900655,2925.0773258078775,1081.8910627827518
48,3499.3845386097832,673.0021721329406,1756.831097586707,1774.44618156352,2019.8086510859532,2422.3002543418825,969.0507379543593,1649.1966210900655,398.4634875325518,1081.8910627827518
49,3499.3845386097832,673.0021721329406,1309.6615711927814,1774.44618156352,1250.4956447559255,2422.3002543418825,969.0507379543593,1557.0713935144363,398.4634875325518,1081.8910627827518
50,2594.178779013075,673.0021721329406,1309.6615711927814,1774.44618156352,1250.4956447559255,2422.3002543418825,969.0507379543593,1557.0713935144363,398.4634875325518,560.6171380745145
51,2594.178779013075,673.0021721329406,1309.6615711927814,1774.44618156352,951.5259875649253,2422.3002543418825,969.0507379543593,1085.3947735778368,398.4634875325518,560.6171380745145
52,2594.178779013075,441.2780538664337,918.5405434513946,1774.44618156352,951.5259875649253,2422.3002543418825,969.0507379543593,663.3057840137426,398.4634875325518,560.6171380745145
53,867.1432272121854,441.2780538664337,918.5405434513946,1464.1420166129417,951.5259875649253,2422.3002543418825,485.4463473692607,663.3057840137426,398.4634875325518,560.6171380745145
54,867.1432272121854,441.2780538664337,918.5405434513946,1464.1420166129417,951.5259875649253,2422.3002543418825,485.4463473692607,663.3057840137426,398.4634875325518,560.6171380745145
55,867.1432272121854,394.7890003242293,918.5405434513946,1464.1420166129417,951.5259875649253,2422.3002543418825,485.4463473692607,663.3057840137426,398.4634875325518,560.6171380745145
56,867.1432272121854,394.7890003242293,918.5405434513946,1464.1420166129417,650.0541885234303,2422.3002543418825,485.4463473692607,561.9167674343083,398.4634875325518,560.6171380745145
57,867.1432272121854,331.28472719638074,918.5405434513946,1464.1420166129417,650.0541885234303,2422.3002543418825,485.4463473692607,561.9167674343083,398.4634875325518,560.6171380745145
58,705.8603594326765,331.28472719638074,918.5405434513946,1464.1420166129417,650.0541885234303,2422.3002543418825,485.4463473692607,561.9167674343083,398.4634875325518,560.6171380745145
59,705.8603594326765,331.28472719638074,698.5825214479054,1464.1420166129417,650.0541885234303,2346.404371326313,485.4463473692607,395.87751811963994,398.4634875325518,387.1520797332994
60,363.0785391738737,288.5143684963009,698.5825214479054,1464.1420166129417,650.0541885234303,2346.404371326313,485.4463473692607,327.49786625226056,398.4634875325518,387.1520797332994
61,363.0785391738737,288.5143684963009,698.5825214479054,1464.1420166129417,650.0541885234303,2346.404371326313,485.4463473692607,327.49786625226056,398.4634875325518,387.1520797332994
62,363.0785391738737,288.5143684963009,698.5825214479054,1464.1420166129417,650.0541885234303,2346.404371326313,485.4463473692607,327.49786625226056,398.4634875325518,253.9142799968603
63,363.0785391738737,288.5143684963009,698.5825214479054,1464.1420166129417,650.0541885234303,782.2734632241156,485.4463473692607,324.709805950571,398.4634875325518,253.9142799968603
64,363.0785391738737,288.5143684963009,698.5825214479054,1464.1420166129417,650.0541885234303,782.2734632241156,485.4463473692607,191.6556179991131,398.4634875325518,253.9142799968603
65,363.0785391738737,288.5143684963009,698.5825214479054,869.5617223194763,650.0541885234303,782.2734632241156,485.4463473692607,191.6556179991131,398.4634875325518,178.10771928628748
66,363.0785391738737,288.5143684963009,698.5825214479054,869.5617223194763,588.568922807168,782.2734632241156,485.4463473692607,191.6556179991131,398.4634875325518,178.10771928628748
67,363.0785391738737,288.5143684963009,698.5825214479054,475.48247983465575,588.568922807168,782.2734632241156,438.2624374916246,191.6556179991131,398.4634875325518,178.10771928628748
68,363.0785391738737,288.5143684963009,698.5825214479054,475.48247983465575,308.75145233078877,782.2734632241156,438.2624374916246,191.6556179991131,398.4634875325518,178.10771928628748
69,363.0785391738737,252.20851038436925,698.5825214479054,475.48247983465575,308.75145233078877,782.2734632241156,438.2624374916246,191.6556179991131,370.55239534720533,178.10771928628748
70,363.0785391738737,237.68338416482823,698.5825214479054,475.48247983465575,308.75145233078877,683.6978124764773,311.9912214152287,191.6556179991131,264.9822248869246,178.10771928628748
71,363.0785391738737,237.68338416482823,698.5825214479054,475.48247983465575,145.66866614951905,683.6978124764773,311.9912214152287,191.6556179991131,264.9822248869246,178.10771928628748
72,363.0785391738737,147.44873072745264,400.9677038188098,475.48247983465575,145.66866614951905,683.6978124764773,262.9113565125794,191.6556179991131,195.7726544211174,178.10771928628748
73,363.0785391738737,147.44873072745264,400.9677038188098,475.48247983465575,145.66866614951905,515.599382656537,262.9113565125794,191.6556179991131,195.7726544211174,178.10771928628748
74,199.38900723255614,137.4439032947748,400.9677038188098,369.28702852954217,145.66866614951905,515.599382656537,262.9113565125794,191.6556179991131,195.7726544211174,178.10771928628748
75,199.38900723255614,137.4439032947748,400.9677038188098,369.28702852954217,145.66866614951905,465.20650136675886,227.52645995888113,191.6556179991131,195.7726544211174,178.10771928628748
76,199.38900723255614,137.4439032947748,400.9677038188098,369.28702852954217,145.66866614951905,447.5769059060914,196.44821976052782,191.6556179991131,192.80832471425464,178.10771928628748
77,199.38900723255614,137.4439032947748,400.9677038188098,369.28702852954217,145.66866614951905,447.5769059060914,196.44821976052782,191.6556179991131,167.74818183849376,176.3784762764731
78,199.38900723255614,137.4439032947748,400.9677038188098,369.28702852954217,145.66866614951905,416.2130257397365,196.44821976052782,182.4804416286642,159.58522155494956,176.3784762764731
79,199.38900723255614,137.4439032947748,400.9677038188098,369.28702852954217,123.16906682911696,246.86192424711632,196.44821976052782,182.4804416286642,113.45218566386873,176.3784762764731
